record_id,pmid,doi,title,abstract,authors,year,journal,source,llm_decision,llm_confidence,llm_reasoning,evidence_quote,human_decision,discrepancy,resolution_note,final_decision,timestamp,L1_decision,L1_exclusion_tags,L1_evidence,L1_reasoning,L1_error,L1_timestamp,L1_input_tokens,L1_output_tokens,L1_total_tokens
178,40079696.0,10.1097/lvt.0000000000000599,A snapshot of challenges and opportunities faced by the scientific workforce in liver transplantation-a survey of the International Liver Transplantation Society (ILTS),"Basic and translational research (B&TR) in liver transplantation (LT) ﻿underwent considerable changes and shifts over the past decade. To capture the current landscape and future potential of B&TR in LT﻿, we conducted an online survey within the International Liver Transplantation Society (ILTS) community. The survey aimed to collect comprehensive data on the respondents' characteristics, qualifications, experiences, and research activities, providing the present state and future directions of B&TR in LT﻿. Between October 2023 and January 2024, an online survey consisting of 35 key items was distributed to the ILTS community through newsletters and social media channels. Data were analyzed using a combination of quantitative and qualitative methods. The survey gathered 153 valid responses, with 79% of respondents possessing relevant experience in B&TR and 76% reporting concurrent clinical duties. Some 62% hold faculty positions, with 34% identifying as MDs and 44% holding combined MD/PhD degrees. About 71% of scientists with clinical duties reported challenges in conducting B&TR, with 57% citing a lack of time and 41% pointing to insufficient funding. Nevertheless, 69% of respondents currently receive research funding, with 58% supported by government or public sources. Among early career researchers, 57% reported receiving average or poor mentoring, and 30% indicated insufficient protected time for research. Looking ahead, advancing technologies, machine learning/artificial intelligence, multi-omics, xenotransplantation, and machine perfusion were highlighted as areas with the potential to significantly shift the paradigm in the near future. Our survey captured insights from B&TR scientists within the ILTS, identifying both challenges and opportunities for future developments and aiding in the strategic direction of the society's initiatives.","Czigany, Z.; Putri, A. J.; Jiang, D.; Meier, R.; Emamaullee, J.; Al-Adra, D. P.; Pang, L.; Kim, J.; Krendl, F. J.; Verstegen, M. M. A.; Meister, F. A.; Lurje, G.; Mas, V. R.; Bhat, M.; Bonaccorsi-Riani, E.; Martins, P. N.",2025,Liver Transpl,Other,,,,,,,,,,,,,,,,,,
42,39825617.0,10.1111/xen.70011,Bridging Therapies-Ex Vivo Liver Xenoperfusion and the Role of Machine Perfusion: An Update,"Advancements in xenotransplantation intersecting with modern machine perfusion technology offer promising solutions to patients with liver failure providing a valuable bridge to transplantation and extending graft viability beyond current limitations. Patients facing acute or acute chronic liver failure, post-hepatectomy liver failure, or fulminant hepatic failure often require urgent liver transplants which are severely limited by organ shortage, emphasizing the importance of effective bridging approaches. Machine perfusion is now increasingly used to test and use genetically engineered porcine livers in translational studies, addressing the limitations and costs of non-human primate models. Current reports about artificial and bioartificial liver support combined with xenografts showcase the potential in ex vivo xenogeneic perfusion. Breakthroughs, such as the perfusion of genetically modified porcine liver with FDA-approved machine perfusion systems connected to human blood circulation, underscore the interest and potential feasibility of a ""liver dialysis"" bridge to allotransplantation or recovery. This review provides an overview of the past and current research in the field of ex vivo pig liver xenoperfusion.","Czigany, Z.; Shirini, K.; Putri, A. J.; Longchamp, A. E.; Bhusal, S.; Kamberi, S.; Meier, R. P. H.",2025,Xenotransplantation,Other,,,,,,,,,,,,,,,,,,
428,,10.1097/HC9.0000000000000376,Improved outcomes after hypothermic oxygenated machine perfusion in liver transplantation-Long-term follow-up of a multicenter randomized controlled trial,"Background: While 4 randomized controlled clinical trials confirmed the early benefits of hypothermic oxygenated machine perfusion (HOPE), high-level evidence regarding long-term clinical outcomes is lacking. The aim of this follow-up study from the HOPE-ECD-DBD trial was to compare long-term outcomes in patients who underwent liver transplantation using extended criteria donor allografts from donation after brain death (ECD-DBD), randomized to either HOPE or static cold storage (SCS)., Methods: Between September 2017 and September 2020, recipients of liver transplantation from 4 European centers receiving extended criteria donor-donation after brain death allografts were randomly assigned to HOPE or SCS (1:1). Follow-up data were available for all patients. Analyzed endpoints included the incidence of late-onset complications (occurring later than 6 months and graded according to the Clavien-Dindo Classification and the Comprehensive Complication Index) and long-term graft survival and patient survival., Results: A total of 46 patients were randomized, 23 in both arms. The median follow-up was 48 months (95% CI: 41-55). After excluding early perioperative morbidity, a significant reduction in late-onset morbidity was observed in the HOPE group (median reduction of 23 Comprehensive Complication Index-points [p=0.003] and lower incidence of major complications [Clavien-Dindo >=3, 43% vs. 85%, p=0.009]). Primary graft loss occurred in 13 patients (HOPE n=3 vs. SCS n=10), resulting in a significantly lower overall graft survival (p=0.029) and adverse 1-, 3-, and 5-year survival probabilities in the SCS group, which did not reach the level of significance (HOPE 0.913, 0.869, 0.869 vs. SCS 0.783, 0.606, 0.519, respectively)., Conclusions: Our exploratory findings indicate that HOPE reduces late-onset morbidity and improves long-term graft survival providing clinical evidence to further support the broad implementation of HOPE in human liver transplantation., Copyright (C) 2024 The Authors. Published by Wolters Kluwer Health, Inc. All rights reserved.","Czigany, Z.; Uluk, D.; Pavicevic, S.; Lurje, I.; Fronek, J.; Keller, T.; Strnad, P.; Jiang, D.; Gevers, T.; Koliogiannis, D.; Guba, M.; Tolba, R.; Meister, F.; Neumann, U.; Kocik, M.; Kysela, M.; Sauer, I.; Raschzok, N.; Schoning, W.; Popescu, I.; Tacke, F.; Pratschke, J.; Lurje, G.",2024,Hepatol. commun.,EMBASE,,,,,,,,,,,,,,,,,,
205,40203486.0,10.1016/j.jss.2025.02.043,Assessment of Amniotic Fluid as a Preservation Solution in Pig Livers Undergoing Machine Perfusion,"INTRODUCTION: Ischemia-reperfusion injury in organ transplantation highlights the need for advanced preservation techniques. This study evaluates the effectiveness of amniotic fluid (AF) compared to static cold storage and histidine-tryptophan-ketoglutarate (HTK) solution in preserving pig livers subjected to hypothermic oxygenated machine perfusion (HOMP) and ex vivo normothermic reperfusion. MATERIALS AND METHODS: Fifteen pig livers underwent warm ischemia for 1 h, followed by preservation under three conditions: cold storage (group 1, n = 3), HOMP with HTK (group 2, n = 3), and HOMP with AF (group 3, n = 3). Perfusion lasted 4 h, followed by 2 h of ex vivo reperfusion. Assessments included hepatic bile production, sphingomyelin levels, reactive oxygen/nitrogen species, antioxidant capacity, tissue oxygen saturation, flow dynamics, blood gas analyses, biochemical markers, and histopathological and immunohistochemical evaluations. RESULTS: AF-HOMP showed superior blood flow, lower vascular resistance, higher oxygen saturation, and better organ protection than HTK. Blood gas measurements demonstrated stable physiological levels after reperfusion. AF-HOMP improved bile production, sphingomyelin levels, glycogen preservation, and reduced parenchymal necrosis, hepatocyte vacuolization, and sinusoidal obstruction. Immunohistochemical analysis indicated protective effects on bile duct function, apoptosis, endothelial activation, and cell proliferation. CONCLUSIONS: AF-HOMP outperformed HTK in preserving liver tissue during warm ischemia, HOMP, and reperfusion. AF is a promising, cost-effective, and accessible alternative for liver preservation, potentially expanding donor pools and improving transplantation outcomes. Further research is warranted to explore its broader applications.","Dandin, O.; Yildirim, S.; Karacayli, D.; Yilmaz, C.; Ormeci, M.; Ozsipahi, A. C.; Vural, V.; Dogan, N. U.; Tanriover, G.; Aslan, M.; Canpolat, M.",2025,J Surg Res,Other,,,,,,,,,,,,,,,,,,
21,40380811.0,10.1093/bjsopen/zraf034,Liver transplantation as a treatment for cancer: comprehensive review,"BACKGROUND: Liver transplantation for cancer indications has gained momentum in recent years. This review is intended to optimize the care setting of liver transplant candidates by highlighting current indications, technical aspects and barriers with available solutions to facilitate the guidance of available strategies for healthcare professionals in specialized centres. METHODS: A review of the most recent relevant literature was conducted for all the cancer indications of liver transplantation including colorectal cancer liver metastases, hilar cholangiocarcinoma, intrahepatic cholangiocarcinoma, neuroendocrine tumours, hepatocellular carcinoma and hepatic epitheloid haemangioendothelioma. RESULTS: Transplant benefit from the best available evidence, including SECA I, SECA II, TRANSMET studies for colorectal liver metastases, various preoperative protocols for cholangiocarcinoma patients, standard, extended selection criteria for hepatocellular carcinoma and neuroendocrine tumours, are discussed. Innovative approaches to deal with organ shortages, including machine-perfused deceased grafts, living donor liver transplantation and RAPID procedures, are also explored. CONCLUSION: Cancer indications for liver transplantation are here to stay, and the selection criteria among all cancer groups are likely to evolve further with improved prognostication of tumour biology using adjuncts such as radiomics, cancer genomics, and circulating DNA and RNA status. International prospective registry-based studies could overcome the limitations of smaller patient cohorts and lack of level 1 evidence.","Dasari, B. V. M.; Line, P. D.; Sapisochin, G.; Hibi, T.; Bhangui, P.; Halazun, K. J.; Shetty, S.; Shah, T.; Magyar, C. T. J.; Donnelly, C.; Chatterjee, D.",2025,BJS Open,Other,,,,,,,,,,,,,,,,,,
383,,10.1097/LVT.0000000000000476,Are there any benefits of prolonged hypothermic oxygenated perfusion?: Results from a national retrospective study,"Dual hypothermic oxygenated perfusion (DHOPE) is increasingly being used to extend liver preservation to improve transplant logistics. However, little is known about its benefits in high-risk liver grafts. This study aimed to investigate whether prolonged DHOPE provides benefits other than improved logistics in all liver types. We performed a national retrospective cohort study of 177 liver transplants from 12 Italian centers preserved with DHOPE for >=4 hours between 2015 and 2022. A control group of 177 DHOPEs of <4 hours during the same period was created using 1:1 propensity score matching. The impact of risk profiles and preservation times on the outcomes was assessed using univariable and multivariable regression models. No significant differences in posttransplant outcomes were found between prolonged and short DHOPEs. However, the prolonged group had a significantly lower incidence of posttransplant acute kidney injury (AKI) compared to the short group (30.5% vs. 44.6%, p = 0.008). Among prolonged DHOPEs, no differences in transplant outcomes were observed according to donor risk index, Eurotransplant definition for marginal grafts, and balance of risk score. DHOPE duration was associated with a lower risk of AKI in multivariable models adjusted for donor risk index, Eutrotransplant marginal grafts, and balance of risk score. Prolonged hypothermic oxygenated perfusion confirmed its protective effect against AKI in a multivariable model adjusted for donor and recipient risk factors [OR: 0.412, 95% CI: 0.200-0.850, p = 0.016]. Prolonged DHOPE is widely used to improve transplant logistics, provides good results with high-risk grafts, and appears to be associated with a lower risk of posttransplant AKI. These results provide further insight into the important role of DHOPE in preventing posttransplant complications., Copyright (C) 2025 American Association for the Study of Liver Diseases.","De Carlis, R.; Lauterio, A.; Schlegel, A.; Gringeri, E.; Patrono, D.; Camagni, S.; Dondossola, D.; Pezzati, D.; Olivieri, T.; Pagano, D.; Bongini, M.; Montanelli, P.; Ravaioli, M.; Bernasconi, D.; Valsecchi, M.; Baccarani, U.; Cescon, M.; Andorno, E.; Mazzaferro, V.; Gruttadauria, S.; Di Benedetto, F.; Ghinolfi, D.; Caccamo, L.; Pinelli, D.; Romagnoli, R.; Cillo, U.; De Carlis, L.; Perin, L.; Petronio, N.; Del Prete, L.; Balzano, E.; Vacca, P.; Germinario, G.; Basilico, G.; Romano, P.",2025,Liver transplant.,EMBASE,,,,,,,,,,,,,,,,,,
37,39287560.0,10.1097/lvt.0000000000000476,Are there any benefits of prolonged hypothermic oxygenated perfusion?: Results from a national retrospective study,"Dual hypothermic oxygenated perfusion (DHOPE) is increasingly being used to extend liver preservation to improve transplant logistics. However, little is known about its benefits in high-risk liver grafts. This study aimed to investigate whether prolonged DHOPE provides benefits other than improved logistics in all liver types. We performed a national retrospective cohort study of 177 liver transplants from 12 Italian centers preserved with DHOPE for ≥4 hours between 2015 and 2022. A control group of 177 DHOPEs of <4 hours during the same period was created using 1:1 propensity score matching. The impact of risk profiles and preservation times on the outcomes was assessed using univariable and multivariable regression models. No significant differences in posttransplant outcomes were found between prolonged and short DHOPEs. However, the prolonged group had a significantly lower incidence of posttransplant acute kidney injury (AKI) compared to the short group (30.5% vs. 44.6%, p = 0.008). Among prolonged DHOPEs, no differences in transplant outcomes were observed according to donor risk index, Eurotransplant definition for marginal grafts, and balance of risk score. DHOPE duration was associated with a lower risk of AKI in multivariable models adjusted for donor risk index, Eutrotransplant marginal grafts, and balance of risk score. Prolonged hypothermic oxygenated perfusion confirmed its protective effect against AKI in a multivariable model adjusted for donor and recipient risk factors [OR: 0.412, 95% CI: 0.200-0.850, p = 0.016]. Prolonged DHOPE is widely used to improve transplant logistics, provides good results with high-risk grafts, and appears to be associated with a lower risk of posttransplant AKI. These results provide further insight into the important role of DHOPE in preventing posttransplant complications.","De Carlis, R.; Lauterio, A.; Schlegel, A.; Gringeri, E.; Patrono, D.; Camagni, S.; Dondossola, D.; Pezzati, D.; Olivieri, T.; Pagano, D.; Bongini, M.; Montanelli, P.; Ravaioli, M.; Bernasconi, D.; Valsecchi, M. G.; Baccarani, U.; Cescon, M.; Andorno, E.; Mazzaferro, V.; Gruttadauria, S.; Di Benedetto, F.; Ghinolfi, D.; Caccamo, L.; Pinelli, D.; Romagnoli, R.; Cillo, U.; De Carlis, L.",2025,Liver Transpl,Other,,,,,,,,,,,,,,,,,,
377,,10.1097/TP.0000000000004872,Challenges With the Implementation of Machine Perfusion in Clinical Liver Transplantation,"Dynamic organ preservation is a relatively old technique which has regained significant interest in the last decade. Machine perfusion (MP) techniques are applied in various fields of solid organ transplantation today. The first clinical series of ex situ MP in liver transplantation was presented in 2010. Since then, the number of research and clinical applications has substantially increased. Despite the notable beneficial effect on organ quality and recipient outcome, MP is still not routinely used in liver transplantation. Based on the enormous need to better preserve organs and the subsequent demand to continuously innovate and develop perfusion equipment further, this technology is also beneficial to test and deliver future therapeutic strategies to livers before implantation. This article summarizes the various challenges observed during the current shift from static to dynamic liver preservation in the clinical setting. The different organ perfusion strategies are discussed first, together with ongoing clinical trials and future study design. The current status of research and the impact of costs and regulations is highlighted next. Factors contributing to costs and other required resources for a worldwide successful implementation and reimbursement are presented third. The impact of research on cost-utility and effectivity to guide the tailored decision-making regarding the optimal perfusion strategy is discussed next. Finally, this article provides potential solutions to the challenging field of innovation in healthcare considering the various social and economic factors and the role of clinical, regulatory, and financial stakeholders worldwide., Copyright (C) 2024 Wolters Kluwer Health, Inc. All rights reserved.","De Goeij, F.; De Meijer, V.; Mergental, H.; Guarrera, J.; Asthana, S.; Ghinolfi, D.; Boteon, Y.; Selzner, N.; Kalisvaart, M.; Pulitano, C.; Sonnenday, C.; Martins, P.; Berlakovich, G.; Schlegel, A.",2024,Transplantation,EMBASE,,,,,,,,,,,,,,,,,,
71,39557163.0,10.1016/j.jhep.2024.11.013,Mastering the narrative: Precision reporting of risk and outcomes in liver transplantation,"Liver transplantation is associated with a high risk of postoperative complications due to the complexity of the surgical procedure, recipient disease severity and the wide range of graft quality, which remains somewhat unpredictable. However, survival rates after transplantation continue to improve and the focus has thus turned to other clinically relevant endpoints including post-transplant complications, patient quality of life and costs. Procedures like liver transplantation offer the entire spectrum of post-surgical events, even in donor-recipient constellations deemed of low risk within recently defined benchmark criteria. The Clavien-Dindo classification and the CCI (comprehensive complication index) were established to assess postoperative morbidity and are widely utilised across surgical specialties. These scores depend on the number and grade of complications, which reflect the interventions required, and are frequently used to assess specific donor-recipient risk profiles and new approaches, such as machine perfusion. However, these scores are associated with inter-observer variability when used in practice, mainly due to the lack of uniform definitions. The concept of benchmarking was recently introduced in surgery and transplantation as a mechanism of standardising expected donor/recipient risk with outcomes within the first year after surgery. However, the management of complications differs significantly worldwide, as does the rating scale assigned to various complications. This may lead to inhomogeneous interpretation of study results, leading to difficulty in assessing the clinical effects of novel preservation technologies and other therapeutics in liver transplantation. This article critically discusses frequent challenges associated with risk and outcome assessment following liver transplantation.","de Goeij, F. H. C.; Wehrle, C. J.; Abbassi, F.; Satish, S.; Zhang, M.; Panconesi, R.; Hashimoto, K.; Miller, C. M.; Polak, W. G.; Clavien, P. A.; de Jonge, J.; Schlegel, A.",2025,J Hepatol,Other,,,,,,,,,,,,,,,,,,
36,41083170.0,10.51821/88.3.14297,Dynamic liver preservation: current evidence and future challenges,"BACKGROUND AND STUDY AIMS: Liver transplantation (LT) is limited by organ shortage. Dynamic preservation (DP) techniques have rapidly become the standard of care in liver graft preservation, particularly for extended criteria donors (ECD). This study reviews the clinical applications and future potential of various DP techniques in LT. PATIENTS AND METHODS: A literature review was conducted using Medline (PubMed) to identify relevant studies on DP techniques, including normothermic machine perfusion (NMP), hypothermic oxygenated perfusion (HOPE), and normothermic regional perfusion (NRP). RESULTS: A growing number of high-impact studies support the clinical implementation of MP techniques. NMP maintains the organ metabolically active, enabling real-time graft viability assessment through markers of function and injury. When initiated at the donor hospital, NMP helps reduce or even eliminate ischemia-reperfusion injury (IRI). HOPE, on the other hand, mitigates IRI by supporting mitochondrial recovery, with flavin mononucleotide serving as a reliable surrogate marker of graft function. Importantly, both NMP and HOPE allow for safely extended preservation times, improving LT logistics and avoiding the need for nighttime procedures. NRP restores oxygenated blood flow in donation after circulatory death donors, reducing biliary complications and improving graft outcomes compared to rapid organ recovery. Emerging strategies, such as controlled oxygenated rewarming, combine HOPE and NMP to sequentially optimize graft preservation and assessment. CONCLUSIONS: DP has revolutionized liver preservation, providing superior outcomes compared to static cold storage, particularly for ECD. Clarity and consensus are needed regarding the definition of clinically relevant endpoints to broaden the applicability of study results on DP.","De Stefano, N.; Monbaliu, D.; Blondeel, J.",2025,Acta Gastroenterol Belg,Other,,,,,,,,,,,,,,,,,,
196,41145393.0,10.1097/tp.0000000000005545,Advanced Perfusion Techniques Level Liver Transplantation Outcomes With Different Donor Types: A Propensity Score-matched Analysis,"BACKGROUND: Advanced perfusion techniques have been shown to improve liver transplantation (LT) outcomes in donation after determination of death by both circulatory (DCD) and neurological (DBD) criteria, but allocation strategies are still controversial. METHODS: This study compared the outcomes of controlled DCD LT with normothermic regional perfusion and subsequent ex situ machine perfusion to those of DBD LT with static cold storage and extended criteria DBD (ECD) LT with dual hypothermic oxygenated perfusion (DHOPE), selected by propensity score matching. RESULTS: Three comparable cohorts were selected from transplants performed between January 2016 and June 2024: 61 DCD (DHOPE, n = 50; normothermic machine perfusion, n = 11), 122 DBD-static cold storage, and 122 ECD-DHOPE. Median functional warm ischemia time in DCD donors was 44 (39-48) min. Livers were assessed and accepted for LT based on normothermic regional perfusion parameters. All considered outcomes were comparable between groups and in line with benchmark values. One-year graft and patient survival exceeded 90% in all groups, whereas 3-y graft survival was 91.8%, 93.4%, and 88% in the DCD, DBD-static cold storage, and ECD-DHOPE groups, respectively. In the same groups, incidence of ischemic cholangiopathy was 3.3%, 4.9%, and 3.3%. CONCLUSIONS: Tailored application of advanced perfusion techniques allows achieving optimal outcomes in both DCD with prolonged warm ischemia time and ECD-DBD LT.","De Stefano, N.; Panconesi, R.; Labellarte, G.; Hashish, F.; De Donato, V. U.; Rizza, G.; Cussa, D.; Catalano, G.; Colli, F.; Di Grigoli, P.; Patrono, D.; Zanierato, M.; Romagnoli, R.",2025,Transplantation,Other,,,,,,,,,,,,,,,,,,
128,41002551.0,10.3390/curroncol32090481,Liver Transplantation for Unresectable Colorectal Liver Metastases: A Scoping Review on Redefining Boundaries in Transplant Oncology,"Historically, colorectal liver metastases (CRLMs) have been considered a contraindication for liver transplantation (LT), primarily due to limited organ availability and concerns about oncologic efficacy. However, emerging evidence indicates that highly selected patients with unresectable CRLM can achieve long-term survival following LT-often with outcomes superior to those obtained through conventional systemic therapies. To evaluate the evolving role of LT in this setting, we conducted a scoping review of the literature. A comprehensive search was performed across PubMed, Embase, Web of Science, Scopus, and ClinicalTrials.gov, as well as ProQuest Dissertations & Theses and Google Scholar to capture gray literature. The search included English-language articles published between January 2015 and April 2025. Eligible studies included those reporting on the application of LT for patients with unresectable CRLM. This scoping review synthesizes current evidence on patient selection criteria, overall and disease-free survival, recurrence patterns, and emerging biomarkers that may guide transplant eligibility. In addition, we explore innovations in organ utilization-including living donor LT and machine perfusion technologies-that aim to expand access while addressing ethical concerns related to organ allocation. As LT for CRLM transitions from investigational use to clinical implementation, this review outlines the key challenges and future opportunities that will shape its role in the landscape of transplant oncology.","Demirors, B.; Sethi, V.; Abdullah, A.; Elias, C.; Spitz, F.; Mial-Anthony, J.; Packiaraj, G.; Subedi, S.; Han, S.; Fokken, T.; Molinari, M.",2025,Curr Oncol,Other,,,,,,,,,,,,,,,,,,
44,40298438.0,10.1111/liv.70116,Donor-Related Risk Factors for Normothermic Machine Perfusion in Liver Transplantation: A Meta-Analysis,"BACKGROUND AND AIMS: During normothermic machine perfusion (NMP), a variety of criteria are used to gauge the suitability of an organ for transplantation. However, the relations between donor factors and these criteria are poorly understood. The aim of this meta-analysis was to investigate the association between donor-related risk factors and the decision to transplant a liver subjected to NMP. METHODS: A comprehensive literature search was performed for articles published up to March 2025 in four databases, reporting livers subjected to NMP for viability assessment prior to transplantation. Effect size (ES) was calculated using Cohen's D and log odds ratio. RESULTS: Out of 806 unique articles, 18 were included in this meta-analysis, encompassing 690 liver grafts that underwent NMP. Following viability assessment during NMP, utilisation rate was 82% from donors after brain death and 68% from donors after circulatory death (ES: 0.08, p = 0.88). Transplanted livers had shorter cold ischemia time (ES: -0.34, p = 0.003) and lower liver weight (ES: -0.53, p < 0.001). Donor age, BMI and donor warm ischemia time did not differentiate between transplanted and unused groups. Differences were observed in viability assessment for lactate clearance (ES: 2.0, p = 0.005), glucose metabolism (ES: 2.2, p < 0.001), bile production (ES: 1.0, p = 0.003) and pH (ES: 1.9, p < 0.001). Excellent outcomes, including 10% non-anastomotic strictures, 89% graft survival and 93% patient survival, were achieved in a large cohort of high-risk livers. CONCLUSION: Cold ischemia time and liver weight were identified as donor-related risk factors, whereas donor type, age and donor warm ischemia time appear not to impact the decision to transplant during NMP.","den Dekker, A. M. P.; Franssen, A.; Steyerberg, E. W.; Lam, H. D.; Doppenberg, J. B.; Alwayn, I. P. J.",2025,Liver Int,Other,,,,,,,,,,,,,,,,,,
213,41284950.0,10.1097/lvt.0000000000000773,Liver retransplantation in the era of machine perfusion,"OBJECTIVE: To compare perioperative and long-term graft and patient survival of liver retransplantation using static cold storage (SCS) and machine perfusion. METHODS: We queried the UNOS database from 2018 to 2024 to analyze patients undergoing adult liver retransplantation alone. Logistic regression analyses were conducted for early graft loss (EGL), perioperative mortality at 30 and 90 days, and 1-year mortality. RESULTS: We identified 1754 liver retransplants of which 100 were performed using machine perfusion. Median recipient age in the machine perfusion group was 54.0. Logistic regression analysis demonstrated 79.0% decrease in 30-day EGL (p=0.02 OR 0.211) with improved 30- and 90-day mortality by 77.0% and 66.0% respectively (p=0.03, OR 0.233, p=0.03, OR 0.343). SCS was associated with 69% increased risk of 1-year mortality (p=0.01, OR, 0.306). CONCLUSION: Liver retransplantation outcomes are superior when machine perfusion preservation is used compared to SCS. Machine perfusion should be considered in all cases undergoing liver retransplantation.","Desai, S.; Cracco, A.; Ancheta, A.; Shah, M. B.; Mei, X.; Marti, F.; Black, M.; Leyson, C.; Thakral, N.; Gedaly, R.",2025,Liver Transpl,Other,,,,,,,,,,,,,,,,,,
333,41296824.0,10.1097/lvt.0000000000000775,Liver Transplant using the RAPID technique in a patient with colorectal liver metastases: Case report of a first in the United States,,"Dietch, Z. C.; Borja Cacho, D.; Harris, M. K.; Rohan, V. S.; Kalyan, A.; Duarte-Rojo, A.; Lewandowski, R. J.; Borhani, A. A.; Caicedo-Ramirez, J. C.; Nadig, S. N.",2025,Liver Transpl,Other,,,,,,,,,,,,,,,,,,
170,39787526.0,10.1097/lvt.0000000000000512,Validation of mitochondrial FMN as a predictor for early allograft dysfunction and patient survival measured during hypothermic oxygenated perfusion,"Hypothermic oxygenated machine perfusion (HOPE) preconditions liver grafts before transplantation. While beneficial effects on patient outcomes were demonstrated, biomarkers for viability assessment during HOPE are scarce and lack validation. This study aims to validate the predictive potential of perfusate flavin mononucleotide (FMN) during HOPE to enable the implementation of FMN-based assessment into clinical routine and to identify safe organ acceptance thresholds. FMN was measured in perfusate samples of 50 liver grafts at multiple time points. After transplantation, patients were followed up for development of early allograft dysfunction (EAD), transplantation, and 1-year survival. FMN concentrations were significantly higher for grafts that developed EAD at 5 and 60 minutes into HOPE ( p = 0.008, p = 0.026). The strongest predictive potential of FMN for EAD was observed at 5 minutes of HOPE with an AUC of 0.744. Similarly, 5-minute FMN was predictive for 1-year mortality ( p < 0.001), reaching a remarkable AUC of 0.890. Cutoffs for prediction of EAD (10.6 ng/mL) and early mortality (23.5 ng/mL) were determined and allowed risk stratification of grafts. Particularly, patients receiving low-risk grafts developed EAD in 9% of cases, while all patients survived the first postoperative year. In contrast, high-risk organs developed an incidence of EAD at 62%, accompanied by the necessity of retransplantation in 38% of cases. One-year mortality in the high-risk cohort was 62%. Evaluation of FMN as early as 5 minutes during HOPE allows for risk stratification of liver grafts. Low-risk grafts, according to FMN, display a negligible risk for patients. Yet, high-risk grafts are associated with increased risk for EAD, transplantation, and early mortality and should not be used for transplantation without further assessment.","Dingfelder, J.; Kollmann, D.; Rauter, L.; Pereyra, D.; Kacar, S.; Weijler, A. M.; Saffarian Zadeh, T.; Tortopis, C.; Silberhumer, G.; Salat, A.; Soliman, T.; Berlakovich, G.; Györi, G. P.",2025,Liver Transpl,Other,,,,,,,,,,,,,,,,,,
182,39571876.0,10.1016/j.cgh.2024.10.017,"Prognostic Communication, Symptom Burden, Psychological Distress, and Quality of Life Among Patients With Decompensated Cirrhosis","BACKGROUND & AIMS: Timely prognostic communication is a critical component of care for patients with decompensated cirrhosis (DC). However, few studies have examined the association of prognostic communication with symptoms, mood, and health-related quality of life (HRQOL) in this population. METHODS: In this cross-sectional study of 218 outpatients with DC, we assessed their self-reported health status (terminally ill vs not terminally ill), their prognostic communication with their hepatologists (Prognosis and Treatment Preferences Questionnaire), symptom burden (Revised Edmonton Symptom Assessment Scale), psychological distress (Hospital Anxiety and Depression Scale), and HRQOL (Short-Form Liver Disease Quality of Life scale). We used linear regression to examine associations among patients' self-reported health status and prognostic communication with their symptom burden, psychological distress, and HRQOL. RESULTS: Over 75% of patients reported that prognostic communication was helpful for making treatment decisions, maintaining hope, and coping with their disease. However, 81% had never discussed their end-of-life care wishes with their hepatologists. Overall, 36% self-reported a terminally ill health status, which was associated with higher symptom burden (B = 8.33; P = .003), anxiety (B = 1.97; P = .001), and depression (B = 2.01; P = .001) and lower HRQOL (B = -7.22; P = .002). Patients who wished they had more information on their prognosis reported higher symptom burden (B = 7.14; P = .010), anxiety (B = 1.63; P = .005), and depression (B = 1.50; P = .010) and lower HRQOL (B = -7.65; P = .001). CONCLUSIONS: Although most patients with DC highly valued prognostic communication, the majority reported never discussing their end-of-life care preferences with their hepatologists. Self-reported terminally ill health status and inadequate prognostic communication were associated with poorer symptoms, mood, and HRQOL. Interventions to improve prognostic communication while simultaneously providing adequate supportive care are warranted.","Donlan, J.; Kaplan, A.; Noll, A.; Pintro, K.; Horick, N.; Zeng, C.; Edelen, M.; Soetan, Z.; Comrie, C.; Indriolo, T.; Li, L.; Zhu, E.; Armstrong, M. E.; Thompson, L. L.; Zhou, J.; Diop, M. S.; Mason, N.; Engel, K. G.; Rowland, M.; Kenimer, S.; O'Brien, K.; Lai, J. C.; Jackson, V.; Chung, R. T.; El-Jawahri, A.; Ufere, N. N.",2025,Clin Gastroenterol Hepatol,Other,,,,,,,,,,,,,,,,,,
345,41292384.0,10.3760/cma.j.cn112139-20251013-00467,[On the innovation path of transplant surgery: reflections on the evolution of liver transplantation in China],"Organ transplantation is regarded as the pinnacle of medical achievement in the 21st century, with innovation serving as the core engine driving the advancement of transplant surgery. Taking the decades of practical exploration in organ transplantation (especially liver transplantation) in China as its main thread, this article systematically analyzes the core logic of transplant surgical innovation. This logic adheres to a three-pronged developmental pathway characterized by being clinically problem-solving oriented, patient-need centered, and critical-technology-conquering driven. By reviewing major milestones such as living donor liver transplantation, auxiliary partial orthotopic liver transplantation, combined multi-organ transplantation, and xenotransplantation, the study elucidates how surgical innovation should be grounded in resolving clinical pain points, return to medical humanism, and leverage technological iteration to foster revolutionary progress. Furthermore, the article explores the empowering role of cutting-edge technologies-including artificial intelligence, machine perfusion, and gene editing-in driving the next surgical revolution. It aims to construct a theoretical framework and provide practical insights for the future development of transplant surgery in China.","Dou, K. F.; Xu, H.",2025,Zhonghua Wai Ke Za Zhi,Other,,,,,,,,,,,,,,,,,,
